List Research,Number,URL,PR,ROOT,Note,email,contact url,guest post,comment,Niche,pass,email,ROOT Edit
,43,http://latimesblogs.latimes.com/money_co/2011/12/online-car-selling-scam-nets-4-million-california-prosecutors-say.html,6,http://latimesblogs.latimes.com,,business@latimes.com,,,press release,,,,latimesblogs.latimes.com
,8913,http://under30ceo.com/6-tips-on-money-management-for-young-people/,6,http://under30ceo.com/contribute/,guest post,Cara@under30media.com,,,guest post,,,,under30ceo.com/contribute/
,8910,http://brazilianbubble.com/opinion-brazils-strained-auto-loan-market/,6,http://brazilianbubble.com,guest post,contact@brazilianbubble.com,,,guest post,,,,brazilianbubble.com
,28,http://blog.caranddriver.com/,6,http://blog.caranddriver.com,,Editors@CARandDRIVER.com,,possible,sent,,,,blog.caranddriver.com
lexus guest post,5025,http://matadornetwork.com/community/julesatkins/cambodia-land-of-the-lexus/,6,http://matadornetwork.com,become a contributor,editors@matadornetwork.com.,http://matadornetwork.com/content/contributors-and-job-applicants/submit/,,become a contributor,,,,matadornetwork.com
,8919,http://www.freemoneyfinance.com/,6,http://www.freemoneyfinance.com,Guest Post,FMF@FreeMoneyFinance.com or try fmfblog@gmail.com,,,Guest Post,,,,freemoneyfinance.com
,8911,http://higheredwatch.newamerica.net/node/25940,6,http://higheredwatch.newamerica.net,guest post,hogan@newamerica.net,,,guest post,,,,higheredwatch.newamerica.net
,8908,http://artofmanliness.com/2011/09/20/4-personal-finance-principles-that-would-make-your-grandfather-proud/,6,http://artofmanliness.com,guest post,http://artofmanliness.com/write-for-aom/,,,guest post,,,,artofmanliness.com
,8932,http://ulitzer.com/,6,http://ulitzer.com/,guest post,http://dashboard.ulitzer.com/write/step1,,,guest post,,,,ulitzer.com
,8906,http://ezinearticles.com/?Do-You-Need-A-Car-Title-Loan?&id=5520847,6,http://ezinearticles.com,article directory,http://ezinearticles.com,,,submit article using form,,,,ezinearticles.com
,8907,http://goarticles.com/article/Used-Car-Loans-How-to-Obtain/7424336/,6,http://goarticles.com,article directory,http://goarticles.com,,,submit article using form,,,,goarticles.com
,8933,http://wn.com/pigmentation,6,http://wn.com,article directory,http://photodb.wn.com/upload.cgi,,,submit article using form,,,,wn.com
,8916,http://www.business-opportunities.biz/submit/guest-post/,6,http://www.business-opportunities.biz,guest post,http://www.business-opportunities.biz/submit/guest-post/,,,guest post,,,,business-opportunities.biz
,8917,http://www.businesspundit.com/3-things-you-need-to-know-to-qualify-for-a-mortgage/,6,http://www.businesspundit.com,guest post,http://www.businesspundit.com/advertise/,,,guest post,,,,businesspundit.com
,8934,http://www.collegecentral.com/ArticleList.cfm?CatID=fin&StartingRecord=136,6,http://www.collegecentral.com,article directory,http://www.collegecentral.com/SubmitContent.cfm,,,submit article using form,,,,collegecentral.com
,8920,http://www.getrichslowly.org/blog/2011/02/21/calling-the-shots-how-to-be-the-ceo-of-your-own-life/,6,http://www.getrichslowly.org,guest post,http://www.getrichslowly.org/submit/guest-post,,,guest post,,,,getrichslowly.org
,46,http://motorauthority.com,6,http://motorauthority.com,,http://www.highgearmedia.com/contact,http://www.motorauthority.com/contactus,http://www.highgearmedia.com/iwanttowrite,guest post,,,,motorauthority.com
,8925,http://www.surfnetparents.com/1599/7-tips-on-buying-the-cheapest-car-possible/,6,http://www.surfnetparents.com,guest post,http://www.surfnetparents.com/contribute/,,,guest post,,,,surfnetparents.com
,8927,http://www.wisebread.com/best-money-tips-7-worthless-excuses-for-not-saving,6,http://www.wisebread.com,guest post,http://www.wisebread.com/make-money-writing-for-wise-bread,,,guest post,,,,wisebread.com
,61,http://www.greenpacks.org/,6,http://www.greenpacks.org,,i.alexandru@gmail.com,,,possible,,,,greenpacks.org
,38,http://gas2.org/,6,http://gas2.org,,importantmedia.org/home/registration/,http://importantmedia.org/aboutus/contact/,,cost $150,,,,gas2.org
,778,http://hybridcars.com,6,http://hybridcars.com,,info@hybridcars.com,http://www.hybridcars.com/contact-us/,,yes,,,,hybridcars.com
,20886,http://clubtroppo.com.au/contact/,6,http://clubtroppo.com.au,guest post idea,jacques@chester.id.au,Jacques Chester,,guest post idea,,,,clubtroppo.com.au
,8924,http://www.ourkids.net/blog/tips-for-teens-buying-your-first-car-12341/,6,http://www.ourkids.net,guest post,kim@ourkids.net,,,guest post,,,,ourkids.net
,59,http://www.greencarcongress.com/,6,http://www.greencarcongress.com,,marlotto@bioagemedia.com,http://www.greencarcongress.com/about3.html#contact,,possible,,,,greencarcongress.com
,8909,http://blog.rmi.org/blog_How_Do_We_Lower_Solar_Installation_Costs,6,http://blog.rmi.org,guest post,media@rmi.org,,,guest post,,,,blog.rmi.org
,8931,http://mycollegeguide.org/blog/05/2010/pet-friendly-colleges/,6,http://mycollegeguide.org,guest post,mg@mycollegeguide.org,,,guest post,,,,mycollegeguide.org
,22,http://autobytel.com,6,http://autobytel.com,,michellen@autobytel.com,,possible,sent,,,,autobytel.com
,8930,http://mri.scnatweb.ch/es/director-s-blog/entry/the-earth-science-extravaganza-that-is-the-agu,6,http://mri.scnatweb.ch/es/submit-your-content,guest post,mri@giub.unibe.ch,,,guest post,,,,mri.scnatweb.ch/es/submit-your-content
,8923,http://www.myliferoi.com/2010/01/car-financing-insider-secrets/,6,http://www.myliferoi.com/contact/,guest post,myliferoi@myliferoi.com,,,guest post,,,,myliferoi.com/contact/
,8928,http://www.insurancejournal.com/news/national/2001/08/23/14231.htm,6,http://www.insurancejournal.com/submission-guidelines/#guidelines,guest post - bylined articles,newsdesk@insurancejournal.com,,,guest post - bylined articles,,,,insurancejournal.com/submission-guidelines/#guidelines
,8922,http://www.moneytalksnews.com/contribute/,6,http://www.moneytalksnews.com/contribute/,guest post,pitch@moneytalksnews.com,,,guest post,,,,moneytalksnews.com/contribute/
,29,http://blog.cars4causes.net/,6,http://blog.cars4causes.net,,PR@Cars4Causes.net,,possible,sent,,,,blog.cars4causes.net
,8921,http://www.informationgateway.org/extra-products-offered-car-finance/,6,http://www.informationgateway.org/write-for-us/,guest post,publisher@informationgateway.org,,,guest post,,,,informationgateway.org/write-for-us/
,56,http://www.autocar.co.uk/blogs/,6,http://www.autocar.co.uk,,richard.potton@haymarket.com,http://www.autocar.co.uk/misc/contact-us,,sent,,,,autocar.co.uk
,51,http://ridelust.com,6,http://ridelust.com,,ridelust@gmail.com,http://www.ridelust.com/advertise/,,sent,,,,ridelust.com
,8912,http://rogerpielkejr.blogspot.com/2010/03/bias-in-ipcc-wgiii-guest-post-by.html,6,http://rogerpielkejr.blogspot.com,guest post,rpielkejr@gmail.com,,,guest post,,,,rogerpielkejr.blogspot.com
,50,http://pistonheads.com,6,http://pistonheads.com,,sales@pistonheads.com,http://www.pistonheads.com/contact/,,possible,,,,pistonheads.com
,37,http://fastlane.gmblogs.com/,6,http://fastlane.gmblogs.com,,socialmediateam@gm.com,,,sent,,,,fastlane.gmblogs.com
,8918,http://www.economonitor.com/,6,http://www.economonitor.com/,guest post,submissions@economonitor.com,,,guest post,,,,economonitor.com/
,54,http://theautochannel.com,6,http://theautochannel.com,,submit@theautochannel.com.,http://theautochannel.com/credits.html,,sent,,,,theautochannel.com
,8926,http://www.thedigeratilife.com/blog/costco-membership-shopping-costco-save-money/,6,http://www.thedigeratilife.com,guest post,svb@thedigeratilife.com,,,guest post,,,,thedigeratilife.com
NZ Guest Post,35034,http://cloudcomputing.sys-con.com/node/1028156,6,http://cloudcomputing.sys-con.com,,tech,http://dashboard.ulitzer.com/write/step1,,Write for Us,,,,cloudcomputing.sys-con.com
NZ Guest Post,35037,http://coldfusion.sys-con.com/node/35852,6,http://coldfusion.sys-con.com,,tech,http://dashboard.ulitzer.com/write/step1,,Write for Us,,,,coldfusion.sys-con.com
,27,http://autoweek.com,6,http://autoweek.com,,tips@autoweek.com,,,sent,,,,autoweek.com
,39,http://gearpatrol.com/,6,http://gearpatrol.com,,tips@gearpatrol.com,http://gearpatrol.com/about/#jobs,http://www.saymedia.com/company-and-campaign-information,sent,,,,gearpatrol.com
AU Guest post,33077,http://3things.org.au/competitions/looking-for-talented-guest-bloggers,6,http://3things.org.au,,,3things@oxfam.org.au,,want to write for,,,,3things.org.au
AU Guest post,33134,http://www.aas.asn.au/aas_workingpapers.php,6,http://www.aas.asn.au,,,aas@anu.edu.au,,submit an article,,,,aas.asn.au
AU Guest post,33153,http://www.ausimm.com.au/content/default.aspx?ID=104,6,http://www.ausimm.com.au,,,editor@ausimm.com.au,,submit an article,,,,ausimm.com.au
GSA Article Submission,86910,http://ajax.sys-con.com/node/2305192,6,http://ajax.sys-con.com,write for us,,http://ajax.sys-con.com/node/2305192,,write for us,,,,ajax.sys-con.com
GSA Article Submission,87287,http://apache.sys-con.com/node/593569,6,http://apache.sys-con.com,write for us,,http://apache.sys-con.com/node/593569,,write for us,,,,apache.sys-con.com
GSA Article Submission,87949,http://australiawebdirectory.net/detail/myshopping-com-au--online-shopping-australia--compare-prices-1460.htm,6,http://australiawebdirectory.net,submit article,,http://australiawebdirectory.net/detail/myshopping-com-au--online-shopping-australia--compare-prices-1460.htm,,submit article,,,,australiawebdirectory.net
GSA Article Submission,88776,http://blogsome.com,6,http://blogsome.com,create a blog,,http://blogsome.com,,create a blog,,,,blogsome.com
kia guest post,6048,http://eclipse.sys-con.com/node/2307830,6,http://eclipse.sys-con.com,write for us,,http://eclipse.sys-con.com/main/proposal.htm,,write for us,,,,eclipse.sys-con.com
AU Guest post,33107,http://healthbulletin.org.au/contribute/,6,http://healthbulletin.org.au,,,http://healthbulletin.org.au/contribute/guidelines/,,submit an article,,,,healthbulletin.org.au
,35,http://cleantechnica.com/,6,http://cleantechnica.com,,,http://importantmedia.org/sponsor-a-post/,150,cost $150,,,,cleantechnica.com
GSA Article Submission,98544,http://mobiforge.com/developing/story/preserving-user-preferences-android-applications,6,http://mobiforge.com,write for us,,http://mobiforge.com/developing/story/preserving-user-preferences-android-applications,,write for us,,,,mobiforge.com
GSA Article Submission,98729,http://moonfruit.com,6,http://moonfruit.com,create a website,,http://moonfruit.com,,create a website,,,,moonfruit.com
GSA Article Submission,99472,http://newmatilda.com/,6,http://newmatilda.com,write for us,,http://newmatilda.com/,,write for us,,,,newmatilda.com
GSA Article Submission,100214,http://openwebdeveloper.sys-con.com/node/593569,6,http://openwebdeveloper.sys-con.com,write for us,,http://openwebdeveloper.sys-con.com/node/593569,,write for us,,,,openwebdeveloper.sys-con.com
AU Guest post,33120,http://overland.org.au/blogs/red-herring/2011/12/my-first-year-as-fiction-editor/,6,http://overland.org.au,,,http://overland.org.au/about/advertise/,,write for us,,,,overland.org.au
GSA Article Submission,100436,http://paddle.usp.ac.fj/cgi-bin/paddle?e=d-010off-paddle--00-1--0---0-10-TX--2-------0-11l--11-en-50---20-png---10-3-1-000--0-0-11-0utfZz-8-00&a=d&d=col006&gg=1,6,http://paddle.usp.ac.fj,create a blog,,http://paddle.usp.ac.fj/cgi-bin/paddle?e=d-010off-paddle--00-1--0---0-10-TX--2-------0-11l--11-en-50---20-png---10-3-1-000--0-0-11-0utfZz-8-00&a=d&d=col006&gg=1,,create a blog,,,,paddle.usp.ac.fj
,31,http://blogs.consumerreports.org/cars/,6,http://blogs.consumerreports.org,,,http://pressroom.consumerreports.org/,,press release,,,,blogs.consumerreports.org
GSA Article Submission,104163,http://svn.buddypress.org/branches/1.2/bp-languages/buddypress.pot,6,http://svn.buddypress.org,create a blog,,http://svn.buddypress.org/branches/1.2/bp-languages/buddypress.pot,,create a blog,,,,svn.buddypress.org
GSA Article Submission,106062,http://virtualization.sys-con.com/node/593569,6,http://virtualization.sys-con.com,write for us,,http://virtualization.sys-con.com/node/593569,,write for us,,,,virtualization.sys-con.com
AU Guest post,33130,http://web.education.unimelb.edu.au/ceiec/resources/journal.html,6,http://web.education.unimelb.edu.au,,,http://web.education.unimelb.edu.au/ceiec/resources/IJEIEC_Submission_Cover_Sheet_2011.docx,,submit an article,,,,web.education.unimelb.edu.au
GSA Article Submission,106461,http://webstarts.com,6,http://webstarts.com,create a free website,,http://webstarts.com,,create a free website,,,,webstarts.com
GSA Article Submission,106884,http://wiki.bugwood.org,6,http://wiki.bugwood.org,Become an Author,,http://wiki.bugwood.org,,Become an Author,,,,wiki.bugwood.org
,23,http://automobilemag.com,6,http://automobilemag.com,,,http://www.automobilemag.com/contactus/,,possible,,,,automobilemag.com
AU Guest post,33192,http://www.ethics.org.au/content/volunteer-vacancies,6,http://www.ethics.org.au,www.ethics.org.au/sites/default/files/advocacy/Guide_for_Living_ethics_contributors.pdf,,http://www.ethics.org.au/content/volunteer-vacancies-form,,submit an article,,,,ethics.org.au
,36,http://everycarlisted.com,6,http://everycarlisted.com,,,http://www.everycarlisted.com/contact,,possible,,,,everycarlisted.com
,60,http://www.greencarreports.com/,6,http://www.greencarreports.com,,,http://www.greencarreports.com/contactus,yes,contacted,,,,greencarreports.com
manual,112402,http://www.homeenergy.org/list/blogpost#newbloganchor,6,http://www.homeenergy.org,,,http://www.homeenergy.org,,submit blog post,,,,homeenergy.org
kia guest post,7107,http://www.hongkiat.com/blog/,6,http://www.hongkiat.com,become an author,,http://www.hongkiat.com/blog/submit-post/,http://www.hongkiat.com/blog/publishing-policy/,write for us - submit form,tech,,,hongkiat.com
,41,http://greenhybrid.com/,6,http://greenhybrid.com,,,http://www.internetbrandsauto.com/contact,,possible,,,,greenhybrid.com
,47,http://motortrend.com,6,http://motortrend.com,,,http://www.motortrend.com/contactus/,,possible,,,,motortrend.com
,55,http://thecarconnection.com,6,http://thecarconnection.com,,,http://www.thecarconnection.com/contactus,,yes,,,,thecarconnection.com
AU Guest post,33119,http://one.com.au/ifish.htm,6,http://one.com.au,,,http://www.theroar.com.au/register/?redirect_to=/contribute/submit/,,submit an article,,,,one.com.au
GSA Article Submission,111820,http://www.yourtango.com/user/register,6,http://www.yourtango.com,write for us,,http://www.yourtango.com/user/register,,write for us,,,,yourtango.com
AU Guest post,33142,http://www.aifs.gov.au/cfca/alert/latestalert.html,6,http://www.aifs.gov.au,,,https://www.aifs.gov.au/cfca/contactform.php?addr=mapscf&ref=amfc&scode=pubpro&sub=cfcapubpro,,submit an article,,,,aifs.gov.au
AU Guest post,33184,http://www.disability.vic.gov.au/dsonline/dsarticles.nsf/pages/Food_allergy_and_intolerance?OpenDocument,6,http://www.disability.vic.gov.au,,,https://www.divine.vic.gov.au/main-site/home/divine-community/submit-an-article,,submit an article,,,,disability.vic.gov.au
AU Guest post,33185,http://www.divine.vic.gov.au/main.php?id=2895,6,http://www.divine.vic.gov.au,,,https://www.divine.vic.gov.au/main-site/home/divine-community/submit-an-article,,submit an article,,,,divine.vic.gov.au
AU Guest post,33168,http://www.chartermagazine.com.au/submit.html,6,http://www.chartermagazine.com.au,,,keith@cmma.com.au,,submit an article,,,,chartermagazine.com.au
AU Guest post,33138,http://www.achper.org.au/publications/active-healthy-magazine/information-for-authorssubmissions,6,http://www.achper.org.au,,,Megan.Cowper@achper.org.au,,submit an article,,,,achper.org.au
,75,http://carsdirect.com,5,http://carsdirect.com,,adinfo@carsdirect.com,,,possible,,,,carsdirect.com
,95,http://windingroad.com,5,http://windingroad.com,,ads@nextscreen.com,,,forum,,,,windingroad.com
,8947,http://www.savingtoinvest.com/about,5,http://www.savingtoinvest.com/about,guest post,andy@savingtoinvest.com,,,guest post,,,,savingtoinvest.com/about
,114,http://www.porhomme.com/advertise/,5,http://www.porhomme.com,,atif@porhomme.com,,sent message,sent message,,,,porhomme.com
,8937,http://blog.creditkarma.com,5,http://blog.creditkarma.com/category/blog-series/guest-blogs/,guest post,BLOG@CREDITKARMA.COM,,,guest post,,,,blog.creditkarma.com/category/blog-series/guest-blogs/
,66,http://autoanything.com,5,http://autoanything.com,,careers@autoanything.com,http://www.autoanything.com/help/policy#contactinfo,,sent,,,,autoanything.com
,106,http://www.carscoops.com/,5,http://www.carscoops.com,,carscoop@gmail.com,,sent message,sent message,,,,carscoops.com
,76,http://conceptcarz.com ,5,http://conceptcarz.com,,dan@conceptcarz.com,,,sent message,,,,conceptcarz.com
,101,http://www.autoobserver.com/,5,http://www.autoobserver.com,,editorsAO@edmunds.com,,sent message,sent message,,,,autoobserver.com
,8939,http://paidtoexist.com/the-zero-hour-workweek/,5,http://paidtoexist.com/guest-posting-guidelines/,guest post,evyan@paidtoexist.com,,,guest post,,,,paidtoexist.com/guest-posting-guidelines/
,96,http://worldcarfans.com,5,http://worldcarfans.com,,feedback@worldcarfans.com,,sent message,sent message,,,,worldcarfans.com
,8938,http://freefrombroke.com/write-free-broke/,5,http://freefrombroke.com,guest post,http://freefrombroke.com/write-free-broke/,,,guest post,,,,freefrombroke.com
,8940,http://plantingmoneyseeds.com/guest-posting/,5,http://plantingmoneyseeds.com/guest-posting/,guest post,http://plantingmoneyseeds.com/contact/,,,guest post,,,,plantingmoneyseeds.com/guest-posting/
,8943,http://untemplater.com,5,http://untemplater.com/write-for-us/,guest post,http://untemplater.com/write-for-us/,,,guest post,,,,untemplater.com/write-for-us/
,8949,http://www.flyingsolo.com.au/,5,http://www.flyingsolo.com.au/contributors/contributor-guidelines,guest post,http://www.flyingsolo.com.au/contributors/become-a-contributor-form,,,guest post,,,,flyingsolo.com.au/contributors/contributor-guidelines
,8935,http://anthillonline.com/debbie-does-carloans/,5,http://anthillonline.com/contact-us/,guest post,https://anthillmagazine.wufoo.com/forms/editorial-submission-form/,,,guest post,,,,anthillonline.com/contact-us/
,8946,http://www.greenplanet.com/tag/environmental/,5,http://www.greenplanet.com/contact-us/,guest post,info@greenplanet.com,,,guest post,,,,greenplanet.com/contact-us/
,112,http://www.hydrogencarsnow.com/,5,http://www.hydrogencarsnow.com,,info@hydrogencarsnow.com,,sent message,sent message,,,,hydrogencarsnow.com
,8944,http://www.bloggingawaydebt.com/category/guest-post-2/,5,http://www.bloggingawaydebt.com/2011/10/guest-posts/,guest post,info@savingadvice.com,,,guest post,,,,bloggingawaydebt.com/2011/10/guest-posts/
,8945,http://www.goodfinancialcents.com,5,http://www.goodfinancialcents.com/client/contact/,guest post,jeff@goodfinancialcents.com,,,guest post,,,,goodfinancialcents.com/client/contact/
,99,http://www.autoguide.com/auto-news/,5,http://www.autoguide.com,,jmagro@verticalscope.com,,sent message,sent message,,,,autoguide.com
,8941,http://retireby40.org/contact/,5,http://retireby40.org/wp-content/uploads/Data/Media%20Kit.pdf,guest post,joe@retireby40.org,,,guest post,,,,retireby40.org/wp-content/uploads/Data/Media%20Kit.pdf
,85,http://netcarshow.com,5,http://netcarshow.com,,netcarshow@hotmail.com,,,sent,,,,netcarshow.com
,113,http://www.motorists.org/blog/,5,http://www.motorists.org,,nma@motorists.org,,sent message,sent message,,,,motorists.org
,8948,http://succeedasyourownboss.com/02/2011/give-your-business-finances-a-fighting-chance/,5,http://succeedasyourownboss.com,Sponsored Posts ,smallbizlady@gmail.com,,,Sponsored Posts ,,,,succeedasyourownboss.com
NZ Guest Post,35325,http://govit.sys-con.com/node/2599974,5,http://govit.sys-con.com,http://dashboard.ulitzer.com/write/step1,tech,,,yes submit form,,,,govit.sys-con.com
,91,http://theautoprophet.blogspot.com/,5,http://theautoprophet.blogspot.com,,theautoprophet@gmail.com,,sent message,sent message,,,,theautoprophet.blogspot.com
,8942,http://theeconomiccollapseblog.com/archives/tag/car-loans,5,http://theeconomiccollapseblog.com/contact,guest post,TheEconomicCollapseBlog@Hotmail.com,,,guest post,,,,theeconomiccollapseblog.com/contact
,117,http://www.transportgooru.com/,5,http://www.transportgooru.com,,transportgooru@gmail.com,,sent message,sent message,,,,transportgooru.com
,97,http://wreckedexotics.com,5,http://wreckedexotics.com,,wreckedexotics3@gmail.com,,sent message,sent message,,,,wreckedexotics.com
GSA Article Submission,86411,http://350.com,5,http://350.com,create a free website,,http://350.com,,create a free website,,,,350.com
,68,http://autospies.com,5,http://autospies.com,,,http://autospies.com/contact.aspx,,possible,,,,autospies.com
GSA Article Submission,88090,http://baikalglobal.com/detail/pet-supplies-online-10696.html,5,http://baikalglobal.com,submit article,,http://baikalglobal.com/detail/pet-supplies-online-10696.html,,submit article,,,,baikalglobal.com
GSA Article Submission,88284,http://beep.com,5,http://beep.com,create a free website,,http://beep.com,,create a free website,,,,beep.com
GSA Article Submission,88660,http://blinkweb.com,5,http://blinkweb.com,create a free website,,http://blinkweb.com,,create a free website,,,,blinkweb.com
GSA Article Submission,88761,http://blogrollcenter.com/index.php?do=/user/register/,5,http://blogrollcenter.com,article submission,,http://blogrollcenter.com/index.php?do=/user/register/,,article submission,,,,blogrollcenter.com
GSA Article Submission,89129,http://business.blinkweb.com,5,http://business.blinkweb.com,create a free website,,http://business.blinkweb.com,,create a free website,,,,business.blinkweb.com
GSA Article Submission,89733,http://chrishecker.com,5,http://chrishecker.com,create a website,,http://chrishecker.com,,create a website,,,,chrishecker.com
GSA Article Submission,90682,http://cvs.linuxtv.org/v4lwiki,5,http://cvs.linuxtv.org,Become an Author,,http://cvs.linuxtv.org/v4lwiki,,Become an Author,,,,cvs.linuxtv.org
GSA Article Submission,90728,http://cytopathnet.org/,5,http://cytopathnet.org,Become an Author,,http://cytopathnet.org/,,Become an Author,,,,cytopathnet.org
GSA Article Submission,91568,http://dominionpaper.ca/articles/1031,5,http://dominionpaper.ca,write for us,,http://dominionpaper.ca/articles/1031,,write for us,,,,dominionpaper.ca
GSA Article Submission,91585,http://doomby.com,5,http://doomby.com,create a free website,,http://doomby.com,,create a free website,,,,doomby.com
GSA Article Submission,91746,http://dublincycling.com/contact,5,http://dublincycling.com,article submission,,http://dublincycling.com/contact,,article submission,,,,dublincycling.com
GSA Article Submission,92484,http://equity101.info/content/frequently-asked-questions,5,http://equity101.info,create a blog,,http://equity101.info/content/frequently-asked-questions,,create a blog,,,,equity101.info
GSA Article Submission,92716,http://ew2008.org/index.php?list=top,5,http://ew2008.org,submit article,,http://ew2008.org/index.php?list=top,,submit article,,,,ew2008.org
GSA Article Submission,92719,http://ewebsite.com,5,http://ewebsite.com,create a website,,http://ewebsite.com,,create a website,,,,ewebsite.com
,11114,http://www.tigsource.com/category/fan-games/,5,http://www.tigsource.com,submit a guest article,,http://forums.tigsource.com/index.php?topic=10302.0,,submit a guest article,,,,tigsource.com
GSA Article Submission,93620,http://freesoftwaremagazine.com/articles/drivers_linux,5,http://freesoftwaremagazine.com,write for us,,http://freesoftwaremagazine.com/articles/drivers_linux,,write for us,,,,freesoftwaremagazine.com
GSA Article Submission,94177,http://global-womens-network.org,5,http://global-womens-network.org,Contribute to our Site,,http://global-womens-network.org,,Contribute to our Site,,,,global-womens-network.org
GSA Article Submission,94808,http://hedon.info/register,5,http://hedon.info,Submit an Article,,http://hedon.info/register,,Submit an Article,,,,hedon.info
GSA Article Submission,94926,http://hg.linuxtv.org/wiki,5,http://hg.linuxtv.org,Become an Author,,http://hg.linuxtv.org/wiki,,Become an Author,,,,hg.linuxtv.org
GSA Article Submission,94948,http://highrankdirectory.com/,5,http://highrankdirectory.com,submit article,,http://highrankdirectory.com/,,submit article,,,,highrankdirectory.com
GSA Article Submission,96063,http://it.altervista.org/wiki,5,http://it.altervista.org,create a free website,,http://it.altervista.org/wiki,,create a free website,,,,it.altervista.org
GSA Article Submission,96329,http://jnep.sumdu.edu.ua/en/component/user/register,5,http://jnep.sumdu.edu.ua,article submission,,http://jnep.sumdu.edu.ua/en/component/user/register,,article submission,,,,jnep.sumdu.edu.ua
GSA Article Submission,96510,http://kakwebdir.com/,5,http://kakwebdir.com,submit article,,http://kakwebdir.com/,,submit article,,,,kakwebdir.com
GSA Article Submission,97211,http://libcom.org/user/register,5,http://libcom.org,submit article,,http://libcom.org/user/register,,submit article,,,,libcom.org
GSA Article Submission,97671,http://m6.net/resources/webdir.aspx,5,http://m6.net,submit article,,http://m6.net/resources/webdir.aspx,,submit article,,,,m6.net
GSA Article Submission,98228,http://merchantmoms.com/sites/,5,http://merchantmoms.com,submit article,,http://merchantmoms.com/sites/,,submit article,,,,merchantmoms.com
GSA Article Submission,98442,http://minnewiki.publicradio.org,5,http://minnewiki.publicradio.org,Become an Author,,http://minnewiki.publicradio.org,,Become an Author,,,,minnewiki.publicradio.org
GSA Article Submission,100058,http://onlineshoppingindex.org/Jewelry/,5,http://onlineshoppingindex.org,submit article,,http://onlineshoppingindex.org/Jewelry/,,submit article,,,,onlineshoppingindex.org
GSA Article Submission,100826,http://photographysites.com/blog.php,5,http://photographysites.com,write for us,,http://photographysites.com/blog.php,,write for us,,,,photographysites.com
GSA Article Submission,103335,http://snappages.com,5,http://snappages.com,create a website,,http://snappages.com,,create a website,,,,snappages.com
GSA Article Submission,103404,http://socialgo.com/,5,http://socialgo.com,create a website,,http://socialgo.com/,,create a website,,,,socialgo.com
GSA Article Submission,103523,http://sosblog.com,5,http://sosblog.com,create a blog,,http://sosblog.com,,create a blog,,,,sosblog.com
GSA Article Submission,103524,http://sosblogs.com,5,http://sosblogs.com,create a blog,,http://sosblogs.com,,create a blog,,,,sosblogs.com
GSA Article Submission,104929,http://theunderground.nl/2012,5,http://theunderground.nl,Submit an Article,,http://theunderground.nl/2012,,Submit an Article,,,,theunderground.nl
GSA Article Submission,105503,http://uat-world.com/legal/privacy,5,http://uat-world.com,create a website,,http://uat-world.com/legal/privacy,,create a website,,,,uat-world.com
GSA Article Submission,105844,http://vbulletin.org/forum/showthread.php?t=225512,5,http://vbulletin.org,article submission,,http://vbulletin.org/forum/showthread.php?t=225512,,article submission,,,,vbulletin.org
GSA Article Submission,106428,http://weblogs.us,5,http://weblogs.us,create a website,,http://weblogs.us,,create a website,,,,weblogs.us
GSA Article Submission,106460,http://webspawner.com,5,http://webspawner.com,create a free website,,http://webspawner.com,,create a free website,,,,webspawner.com
GSA Article Submission,108670,http://wiki.ubc.ca/Documentation%3aTeaching_Portfolios_CTLT_Institute,5,http://wiki.ubc.ca,create a blog,,http://wiki.ubc.ca/Documentation%3aTeaching_Portfolios_CTLT_Institute,,create a blog,,,,wiki.ubc.ca
,67,http://autoextremist.com,5,http://autoextremist.com,,,http://www.autoextremist.com/contact-ae/,,possible,,,,autoextremist.com
,69,http://autoweb.co.uk,5,http://autoweb.co.uk,,,http://www.autoweb.co.uk/contact,,possible,,,,autoweb.co.uk
,120,http://www.autoweb.com.au/,5,http://www.autoweb.com.au/,,,http://www.autoweb.com.au/cms/contact.html,,advertising,,,,autoweb.com.au/
,70,http://barrett-jackson.com,5,http://barrett-jackson.com,,,http://www.barrett-jackson.com/application/onlinesubmission/contactus.aspx,,yes advertising,,,,barrett-jackson.com
,71,http://carcomplaints.com,5,http://carcomplaints.com,,,http://www.carcomplaints.com/contact.shtml,,possible,,,,carcomplaints.com
,72,http://cardomain.com,5,http://cardomain.com,,,http://www.cardomain.com/usernew/blog/#,,web 2.0,,,,cardomain.com
,73,http://cargurus.com,5,http://cargurus.com,,,http://www.cargurus.com/Cars/enterFeedback.action#,,possible,,,,cargurus.com
,74,http://carscoop.blogspot.com,5,http://carscoop.blogspot.com,,,http://www.carscoops.com/2012/07/carscoop-is-looking-for-new-writers.html,,yes possible,,,,carscoop.blogspot.com
manual,112398,http://www.lavespavita.com/blog-post-guidelines/,5,http://www.lavespavita.com,submit your own blog post,,http://www.lavespavita.com,,submit your own blog post,,,,lavespavita.com
,11083,http://www.sourcingmag.com/content/c060215a.asp,5,http://www.sourcingmag.com,submit an article,,http://www.sourcingmag.com/submit/,,submit an article,,,,sourcingmag.com
,11118,http://www.toptenz.net/top-10-greatest-inventions-of-the-19th-century.php,5,http://www.toptenz.net,write for us,,http://www.toptenz.net/sumit-a-top-ten-list,,write for us,,,,toptenz.net
GSA Article Submission,111931,http://xastir.org,5,http://xastir.org,become a contributor,,http://xastir.org,,become a contributor,,,,xastir.org
